MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:1924188,Rbm17,RNA binding motif protein 17,2,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1924188,Rbm17,RNA binding motif protein 17,2,,regulation of RNA splicing,,,IEA,IPR016967 ,J:72247 
MGI:1924188,Rbm17,RNA binding motif protein 17,2,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1924188,Rbm17,RNA binding motif protein 17,2,,"RNA splicing, via transesterification reactions",,,TAS,,J:48892 
MGI:1920963,Rbm20,RNA binding motif protein 20,19,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1920963,Rbm20,RNA binding motif protein 20,19,,positive regulation of RNA splicing,,,IMP,,J:188888 
MGI:1920963,Rbm20,RNA binding motif protein 20,19,,positive regulation of RNA splicing,,,ISO,Q5T481 ,J:164563 
MGI:1920963,Rbm20,RNA binding motif protein 20,19,,positive regulation of RNA splicing,,,ISO,RGD:1307427 ,J:155856 
MGI:1920963,Rbm20,RNA binding motif protein 20,19,,regulation of RNA splicing,,,IEA,IPR034791 ,J:72247 
MGI:1920963,Rbm20,RNA binding motif protein 20,19,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1914060,Rbm22,RNA binding motif protein 22,18,,"mRNA cis splicing, via spliceosome",,,ISO,Q9NW64 ,J:164563 
MGI:1914060,Rbm22,RNA binding motif protein 22,18,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1914060,Rbm22,RNA binding motif protein 22,18,,positive regulation of RNA splicing,,,ISO,Q9NW64 ,J:164563 
MGI:1914060,Rbm22,RNA binding motif protein 22,18,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1914060,Rbm22,RNA binding motif protein 22,18,,spliceosomal snRNP assembly,,,IBA,PTN000363272 ,J:161428 
MGI:1914289,Rbm25,RNA binding motif protein 25,12,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1914289,Rbm25,RNA binding motif protein 25,12,,mRNA processing,,,IEA,IPR002483 IPR036483 ,J:72247 
MGI:1914289,Rbm25,RNA binding motif protein 25,12,,"regulation of alternative mRNA splicing, via spliceosome",,,IBA,PTN000428218 ,J:161428 
MGI:1914289,Rbm25,RNA binding motif protein 25,12,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1921463,Rbm26,RNA binding motif protein 26,14,,mRNA processing,,,IEA,IPR002483 ,J:72247 
MGI:2147194,Rbm27,RNA binding motif protein 27,18,,mRNA processing,,,IEA,IPR002483 ,J:72247 
MGI:2655711,Rbm28,RNA binding motif protein 28,6,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:2655711,Rbm28,RNA binding motif protein 28,6,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1889294,Rbm38,RNA binding motif protein 38,2,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1889294,Rbm38,RNA binding motif protein 38,2,,regulation of RNA splicing,,,ISO,Q9H0Z9 ,J:164563 
MGI:1889294,Rbm38,RNA binding motif protein 38,2,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:2157953,Rbm39,RNA binding motif protein 39,2,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:2157953,Rbm39,RNA binding motif protein 39,2,,mRNA processing,,,IEA,IPR006509 ,J:72247 
MGI:2157953,Rbm39,RNA binding motif protein 39,2,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:2444923,Rbm41,RNA binding motif protein 41,X,,"mRNA splicing, via spliceosome",,,IBA,PTN000413238 ,J:161428 
MGI:1915285,Rbm42,RNA binding motif protein 42,7,,"negative regulation of mRNA splicing, via spliceosome",,,IMP,,J:204486 
MGI:1343044,Rbmx,"RNA binding motif protein, X chromosome",X,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1343044,Rbmx,"RNA binding motif protein, X chromosome",X,,mRNA splice site selection,,,ISO,RGD:1565256 ,J:155856 
MGI:1343044,Rbmx,"RNA binding motif protein, X chromosome",X,,"regulation of alternative mRNA splicing, via spliceosome",,,ISO,P38159 ,J:164563 
MGI:1343044,Rbmx,"RNA binding motif protein, X chromosome",X,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1919414,Rbmx2,"RNA binding motif protein, X-linked 2",X,,"mRNA splicing, via spliceosome",,,IBA,PTN000567094 ,J:161428 
MGI:1343045,Rbmxl1,"RNA binding motif protein, X-linked like-1",8,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1343045,Rbmxl1,"RNA binding motif protein, X-linked like-1",8,,mRNA splice site selection,,,ISO,RGD:1306751 ,J:155856 
MGI:1343045,Rbmxl1,"RNA binding motif protein, X-linked like-1",8,,"negative regulation of mRNA splicing, via spliceosome",,,ISO,RGD:1306751 ,J:155856 
MGI:1343045,Rbmxl1,"RNA binding motif protein, X-linked like-1",8,,"positive regulation of mRNA splicing, via spliceosome",,,ISO,RGD:1306751 ,J:155856 
MGI:1343045,Rbmxl1,"RNA binding motif protein, X-linked like-1",8,,"regulation of alternative mRNA splicing, via spliceosome",,,ISO,RGD:1306751 ,J:155856 
MGI:1343045,Rbmxl1,"RNA binding motif protein, X-linked like-1",8,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1334446,Rbpms,RNA binding protein gene with multiple splicing,8,,"mRNA splicing, via spliceosome",,,IBA,PTN000827569 ,J:161428 
MGI:1913275,Rcl1,RNA terminal phosphate cyclase-like 1,19,,"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",,,IMP,,J:218306 
MGI:1913275,Rcl1,RNA terminal phosphate cyclase-like 1,19,,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",,,IMP,,J:218306 
MGI:1913275,Rcl1,RNA terminal phosphate cyclase-like 1,19,,RNA processing,,,IEA,IPR000228 ,J:72247 
MGI:1913275,Rcl1,RNA terminal phosphate cyclase-like 1,19,,rRNA processing,,,ISA,Q08096 ,J:65052 
MGI:1918590,Riok1,RIO kinase 1,13,,maturation of SSU-rRNA,,,ISO,Q9BRS2 ,J:164563 
MGI:1918590,Riok1,RIO kinase 1,13,,positive regulation of rRNA processing,,,ISO,Q9BRS2 ,J:164563 
MGI:1914295,Riok2,RIO kinase 2,17,,maturation of SSU-rRNA,,,ISO,Q9BVS4 ,J:164563 
MGI:1914295,Riok2,RIO kinase 2,17,,positive regulation of rRNA processing,,,ISO,Q9BVS4 ,J:164563 
MGI:1914128,Riok3,RIO kinase 3,18,,maturation of SSU-rRNA,,,ISO,O14730 ,J:164563 
MGI:1098272,Rnasel,"ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent)",1,,mRNA processing,,,IEA,IPR010513 ,J:72247 
MGI:1098272,Rnasel,"ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent)",1,,rRNA processing,,,ISO,RGD:727933 ,J:155856 
MGI:1925927,Rnf20,ring finger protein 20,4,,negative regulation of mRNA polyadenylation,,,ISO,Q5VTR2 ,J:164563 
MGI:2142048,Rnf40,ring finger protein 40,7,,negative regulation of mRNA polyadenylation,,,ISO,O75150 ,J:164563 
MGI:1917192,Rnf113a1,ring finger protein 113A1,X,,"mRNA cis splicing, via spliceosome",,,IBA,PTN000309255 ,J:161428 
MGI:1917192,Rnf113a1,ring finger protein 113A1,X,,snoRNA splicing,,,IBA,PTN000309255 ,J:161428 
MGI:1913631,Rnf113a2,ring finger protein 113A2,12,,"mRNA cis splicing, via spliceosome",,,IBA,PTN000309255 ,J:161428 
MGI:1913631,Rnf113a2,ring finger protein 113A2,12,,snoRNA splicing,,,IBA,PTN000309255 ,J:161428 
MGI:1919736,Rnf219,ring finger protein 219,14,,"positive regulation of mRNA splicing, via spliceosome",,,IMP,,J:204486 
MGI:1329041,Rngtt,RNA guanylyltransferase and 5'-phosphatase,4,,7-methylguanosine mRNA capping,,,ISO,O60942 ,J:164563 
MGI:1329041,Rngtt,RNA guanylyltransferase and 5'-phosphatase,4,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1329041,Rngtt,RNA guanylyltransferase and 5'-phosphatase,4,,RNA processing,,,ISO,O60942 ,J:164563 
MGI:1915147,Rnmt,RNA (guanine-7-) methyltransferase,18,,7-methylguanosine mRNA capping,,,IBA,PTN000257091 ,J:161428 
MGI:1915147,Rnmt,RNA (guanine-7-) methyltransferase,18,,7-methylguanosine mRNA capping,,,ISO,AF067791 ,J:73065 
MGI:1915147,Rnmt,RNA (guanine-7-) methyltransferase,18,,7-methylguanosine mRNA capping,,,ISO,O43148 ,J:164563 
MGI:1915147,Rnmt,RNA (guanine-7-) methyltransferase,18,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1914475,Rnpc3,"RNA-binding region (RNP1, RRM) containing 3",3,,"mRNA splicing, via spliceosome",,,IBA,PTN000413238 ,J:161428 
MGI:97960,Rnps1,ribonucleic acid binding protein S1,17,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:97960,Rnps1,ribonucleic acid binding protein S1,17,,"negative regulation of mRNA splicing, via spliceosome",,,ISO,Q15287 ,J:164563 
MGI:97960,Rnps1,ribonucleic acid binding protein S1,17,,"regulation of alternative mRNA splicing, via spliceosome",,,ISO,Q15287 ,J:164563 
MGI:97960,Rnps1,ribonucleic acid binding protein S1,17,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:5305946,Rnu2-8,U2 small nuclear RNA 8,11,,RNA splicing,,,IMP,MGI:3054730 ,J:179357 
MGI:3799640,Rnu4atac,"RNA, U4atac small nuclear (U12-dependent splicing)",UN,,"mRNA splicing, via spliceosome",,,IDA,,J:137509 
MGI:3799640,Rnu4atac,"RNA, U4atac small nuclear (U12-dependent splicing)",UN,,"RNA splicing, via transesterification reactions",,,IDA,,J:137509 
MGI:3799637,Rnu6atac,"RNA, U6atac small nuclear (U12-dependent splicing)",UN,,"mRNA splicing, via spliceosome",,,IDA,,J:137509 
MGI:3799637,Rnu6atac,"RNA, U6atac small nuclear (U12-dependent splicing)",UN,,"RNA splicing, via transesterification reactions",,,IDA,,J:137509 
MGI:97992,Rnu7,U7 small nuclear RNA,6,,RNA processing,,,IDA,,J:32284 
MGI:2157166,Rp9,retinitis pigmentosa 9 (human),9,,RNA splicing,,,IEA,IPR034585 ,J:72247 
MGI:1917535,Rpf1,ribosome production factor 1 homolog,3,,maturation of 5.8S rRNA,,,IBA,PTN000506777 ,J:161428 
MGI:1917535,Rpf1,ribosome production factor 1 homolog,3,,maturation of LSU-rRNA,,,IBA,PTN000506777 ,J:161428 
MGI:1917535,Rpf1,ribosome production factor 1 homolog,3,,rRNA processing,,,IEA,KW-0698 ,J:60000 
MGI:1914489,Rpf2,ribosome production factor 2 homolog,10,,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",,,IBA,PTN000296192 ,J:161428 
MGI:102854,Rpl5,ribosomal protein L5,5,,rRNA processing,,,ISO,P46777 ,J:164563 
MGI:98073,Rpl7,ribosomal protein L7,1,,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",,,IBA,PTN000897517 ,J:161428 
MGI:98073,Rpl7,ribosomal protein L7,1,,rRNA processing,,,ISO,P18124 ,J:164563 
MGI:1353472,Rpl7a,ribosomal protein L7A,2,,maturation of LSU-rRNA,,,IBA,PTN000559990 ,J:161428 
MGI:1913479,Rpl7l1,ribosomal protein L7-like 1,17,,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",,,IBA,PTN000897517 ,J:161428 
MGI:1343877,Rpl10a,ribosomal protein L10A,17,,maturation of LSU-rRNA,,,IBA,PTN000559990 ,J:161428 
MGI:1914275,Rpl11,ribosomal protein L11,4,,rRNA processing,,,ISO,P62913 ,J:164563 
MGI:1914365,Rpl14,ribosomal protein L14,9,,rRNA processing,,,ISO,P50914 ,J:164563 
MGI:106022,Rpl26,ribosomal protein L26,11,,rRNA processing,,,ISO,P61254 ,J:164563 
MGI:98036,Rpl27,ribosomal protein L27,11,,rRNA processing,,,ISO,P61353 ,J:164563 
MGI:1913739,Rpl35,ribosomal protein L35,2,,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",,,IBA,PTN000356124 ,J:161428 
MGI:1928894,Rpl35a,ribosomal protein L35A,16,,rRNA processing,,,ISO,P18077 ,J:164563 
MGI:1914303,Rpp14,ribonuclease P 14 subunit,14,,tRNA 5'-leader removal,,,ISO,O95059 ,J:164563 
MGI:1914926,Rpp21,ribonuclease P 21 subunit,17,,tRNA 5'-leader removal,,,ISO,Q9H633 ,J:164563 
MGI:1914926,Rpp21,ribonuclease P 21 subunit,17,,tRNA processing,,,IBA,PTN000380878 ,J:161428 
MGI:2143151,Rpp25,ribonuclease P/MRP 25 subunit,9,,tRNA 5'-leader removal,,,ISO,Q9BUL9 ,J:164563 
MGI:2143151,Rpp25,ribonuclease P/MRP 25 subunit,9,,tRNA processing,,,IEA,KW-0819 ,J:60000 
MGI:1859683,Rpp30,ribonuclease P/MRP 30 subunit,19,,tRNA 5'-leader removal,,,ISO,P78346 ,J:164563 
MGI:1859683,Rpp30,ribonuclease P/MRP 30 subunit,19,,tRNA processing,,,IBA,PTN000315301 ,J:161428 
MGI:2443607,Rpp38,ribonuclease P/MRP 38 subunit,2,,tRNA processing,,,IEA,KW-0819 ,J:60000 
MGI:1346084,Rpp40,ribonuclease P 40 subunit,13,,tRNA 5'-leader removal,,,ISO,U94317 ,J:62783 
MGI:1346084,Rpp40,ribonuclease P 40 subunit,13,,tRNA processing,,,IEA,KW-0819 ,J:60000 
MGI:98159,Rps6,ribosomal protein S6,4,,rRNA processing,,,IMP,MGI:2387471 ,J:103921 J:117590 
MGI:98159,Rps6,ribosomal protein S6,4,,rRNA processing,,,ISO,P62753 ,J:164563 
MGI:1333818,Rps7,ribosomal protein S7,12,,rRNA processing,,,IBA,PTN000138848 ,J:161428 
MGI:1333818,Rps7,ribosomal protein S7,12,,rRNA processing,,,ISO,P62081 ,J:164563 
MGI:98166,Rps8,ribosomal protein S8,4,,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",,,IBA,PTN000044490 ,J:161428 
MGI:1915302,Rps13,ribosomal protein S13,7,,negative regulation of RNA splicing,,,ISO,P62277 ,J:164563 
MGI:98107,Rps14,ribosomal protein S14,18,,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",,,IBA,PTN000204884 ,J:161428 
MGI:98117,Rps15,ribosomal protein S15,10,,rRNA processing,,,ISO,P62841 ,J:164563 
MGI:98118,Rps16,ribosomal protein S16,7,,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",,,IBA,PTN000490829 ,J:161428 
MGI:98118,Rps16,ribosomal protein S16,7,,rRNA processing,,,ISO,P62249 ,J:164563 
MGI:1309526,Rps17,ribosomal protein S17,7,,rRNA processing,,,ISO,P08708 ,J:164563 
MGI:1333780,Rps19,ribosomal protein S19,7,,maturation of SSU-rRNA,,,ISO,P39019 ,J:164563 
MGI:1333780,Rps19,ribosomal protein S19,7,,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",,,ISO,P39019 ,J:164563 
MGI:1333780,Rps19,ribosomal protein S19,7,,rRNA processing,,,ISO,P39019 ,J:164563 
MGI:1913731,Rps21,ribosomal protein S21,2,,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",,,IBA,PTN000047682 ,J:161428 
MGI:1913731,Rps21,ribosomal protein S21,2,,"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",,,IBA,PTN000047682 ,J:161428 
MGI:98147,Rps24,ribosomal protein S24,14,,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",,,IBA,PTN000052028 ,J:161428 
MGI:98147,Rps24,ribosomal protein S24,14,,rRNA processing,,,ISO,P62847 ,J:164563 
MGI:1351628,Rps26,ribosomal protein S26,10,,negative regulation of RNA splicing,,,ISO,P62854 ,J:164563 
MGI:1859516,Rps28,ribosomal protein S28,17,,maturation of SSU-rRNA,,,IBA,PTN000080571 ,J:161428 
MGI:1859516,Rps28,ribosomal protein S28,17,,rRNA processing,,,ISO,P62857 ,J:164563 
MGI:105381,Rpsa,ribosomal protein SA,9,,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",,,IBA,PTN000160708 ,J:161428 
MGI:105381,Rpsa,ribosomal protein SA,9,,"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",,,IBA,PTN000160708 ,J:161428 
MGI:1919186,Rpusd1,RNA pseudouridylate synthase domain containing 1,17,,enzyme-directed rRNA pseudouridine synthesis,,,IBA,PTN001669236 ,J:161428 
MGI:1919186,Rpusd1,RNA pseudouridylate synthase domain containing 1,17,,tRNA pseudouridine synthesis,,,IBA,PTN001669236 ,J:161428 
MGI:1918066,Rpusd2,RNA pseudouridylate synthase domain containing 2,2,,enzyme-directed rRNA pseudouridine synthesis,,,IBA,PTN001311753 ,J:161428 
MGI:2141440,Rpusd3,RNA pseudouridylate synthase domain containing 3,6,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:2141440,Rpusd3,RNA pseudouridylate synthase domain containing 3,6,,tRNA pseudouridine synthesis,,,IBA,PTN000824384 ,J:161428 
MGI:1919239,Rpusd4,RNA pseudouridylate synthase domain containing 4,9,,tRNA processing,,,IEA,KW-0819 ,J:60000 
MGI:1919239,Rpusd4,RNA pseudouridylate synthase domain containing 4,9,,tRNA pseudouridine synthesis,,,IBA,PTN000824384 ,J:161428 
MGI:1203500,Rrp1,ribosomal RNA processing 1 homolog (S. cerevisiae),10,,rRNA processing,,,IBA,PTN000314942 ,J:161428 
MGI:1919712,Rrp1b,ribosomal RNA processing 1 homolog B (S. cerevisiae),17,,regulation of RNA splicing,,,IMP,,J:245383 
MGI:1919712,Rrp1b,ribosomal RNA processing 1 homolog B (S. cerevisiae),17,,rRNA processing,,,IBA,PTN000314942 ,J:161428 
MGI:1922028,Rrp7a,ribosomal RNA processing 7 homolog A (S. cerevisiae),15,,rRNA processing,,,IBA,PTN000324102 ,J:161428 
MGI:1914251,Rrp8,"ribosomal RNA processing 8, methyltransferase, homolog (yeast)",7,,rRNA processing,,,IEA,KW-0698 ,J:60000 
MGI:2384313,Rrp9,"RRP9, small subunit (SSU) processome component, homolog (yeast)",9,,rRNA processing,,,IBA,PTN000458584 ,J:161428 
MGI:1914473,Rrp15,ribosomal RNA processing 15 homolog (S. cerevisiae),1,,maturation of 5.8S rRNA,,,IBA,PTN000326640 ,J:161428 
MGI:1914473,Rrp15,ribosomal RNA processing 15 homolog (S. cerevisiae),1,,maturation of LSU-rRNA,,,IBA,PTN000326640 ,J:161428 
MGI:1914473,Rrp15,ribosomal RNA processing 15 homolog (S. cerevisiae),1,,rRNA processing,,,IEA,IPR012459 ,J:72247 
MGI:2385053,Rrp36,ribosomal RNA processing 36 homolog (S. cerevisiae),17,,cleavage involved in rRNA processing,,,IEA,IPR009292 ,J:72247 
MGI:2385053,Rrp36,ribosomal RNA processing 36 homolog (S. cerevisiae),17,,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",,,IBA,PTN000497661 ,J:161428 
MGI:2385053,Rrp36,ribosomal RNA processing 36 homolog (S. cerevisiae),17,,rRNA processing,,,ISO,Q96EU6 ,J:164563 
MGI:1929721,Rrs1,ribosome biogenesis regulator 1,1,,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",,,IBA,PTN000426674 ,J:161428 
MGI:1913659,Rsl1d1,ribosomal L1 domain containing 1,16,,maturation of LSU-rRNA,,,IBA,PTN000559990 ,J:161428 
MGI:1914130,Rsrc1,arginine/serine-rich coiled-coil 1,3,,"alternative mRNA splicing, via spliceosome",,,IDA,,J:97604 
MGI:1914130,Rsrc1,arginine/serine-rich coiled-coil 1,3,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1914130,Rsrc1,arginine/serine-rich coiled-coil 1,3,,"mRNA splicing, via spliceosome",,,ISO,Q96IZ7 ,J:164563 
MGI:1914130,Rsrc1,arginine/serine-rich coiled-coil 1,3,,RNA splicing,,,ISO,Q96IZ7 ,J:97604 
MGI:1913618,Rtca,RNA 3'-terminal phosphate cyclase,3,,RNA processing,,,IEA,IPR000228 IPR017770 ,J:72247 
MGI:106379,Rtcb,"RNA 2',3'-cyclic phosphate and 5'-OH ligase",10,,RNA processing,,,IEA,IPR001233 IPR036025 ,J:72247 
MGI:106379,Rtcb,"RNA 2',3'-cyclic phosphate and 5'-OH ligase",10,,tRNA processing,,,IEA,KW-0819 ,J:60000 
MGI:106379,Rtcb,"RNA 2',3'-cyclic phosphate and 5'-OH ligase",10,,"tRNA splicing, via endonucleolytic cleavage and ligation",,,ISO,Q9Y3I0 ,J:164563 
MGI:1915295,Rtraf,"RNA transcription, translation and transport factor",14,,"tRNA splicing, via endonucleolytic cleavage and ligation",,,ISO,Q9Y224 ,J:164563 
MGI:2146974,Safb,scaffold attachment factor B,17,,regulation of mRNA processing,,,IBA,PTN001812651 ,J:161428 
MGI:2146974,Safb,scaffold attachment factor B,17,,regulation of mRNA processing,,,ISO,RGD:620613 ,J:155856 
MGI:2146808,Safb2,scaffold attachment factor B2,17,,regulation of mRNA processing,,,IBA,PTN001812651 ,J:161428 
MGI:2685109,Samd15,sterile alpha motif domain containing 15,12,,rRNA processing,,,IBA,PTN000529705 ,J:161428 
MGI:1309453,Sart1,squamous cell carcinoma antigen recognized by T cells 1,19,,maturation of 5S rRNA,,,IBA,PTN000365724 ,J:161428 
MGI:1309453,Sart1,squamous cell carcinoma antigen recognized by T cells 1,19,,"mRNA cis splicing, via spliceosome",,,IBA,PTN000365724 ,J:161428 
MGI:1309453,Sart1,squamous cell carcinoma antigen recognized by T cells 1,19,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1309453,Sart1,squamous cell carcinoma antigen recognized by T cells 1,19,,"mRNA splicing, via spliceosome",,,IEA,IPR005011 ,J:72247 
MGI:1309453,Sart1,squamous cell carcinoma antigen recognized by T cells 1,19,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1309453,Sart1,squamous cell carcinoma antigen recognized by T cells 1,19,,spliceosomal snRNP assembly,,,IBA,PTN000365724 ,J:161428 
MGI:1858230,Sart3,squamous cell carcinoma antigen recognized by T cells 3,5,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1858230,Sart3,squamous cell carcinoma antigen recognized by T cells 3,5,,"mRNA splicing, via spliceosome",,,ISO,Q15020 ,J:164563 
MGI:1858230,Sart3,squamous cell carcinoma antigen recognized by T cells 3,5,,RNA processing,,,IEA,IPR003107 ,J:72247 
MGI:1858230,Sart3,squamous cell carcinoma antigen recognized by T cells 3,5,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1858230,Sart3,squamous cell carcinoma antigen recognized by T cells 3,5,,spliceosomal snRNP assembly,,,ISO,Q15020 ,J:164563 
MGI:1858230,Sart3,squamous cell carcinoma antigen recognized by T cells 3,5,,spliceosomal tri-snRNP complex assembly,,,ISO,Q15020 ,J:164563 
MGI:1913961,Sbds,SBDS ribosome maturation factor,5,,rRNA processing,,,IBA,PTN000101024 ,J:161428 
MGI:1913961,Sbds,SBDS ribosome maturation factor,5,,rRNA processing,,,ISO,Q9Y3A5 ,J:164563 
MGI:2141980,Scaf1,SR-related CTD-associated factor 1,7,,mRNA processing,,,ISO,NP_062257 ,J:104715 
MGI:2141980,Scaf1,SR-related CTD-associated factor 1,7,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:2146350,Scaf4,SR-related CTD-associated factor 4,16,,mRNA processing,,,ISO,RGD:727896 ,J:155856 
MGI:1925212,Scaf8,SR-related CTD-associated factor 8,17,,mRNA processing,,,ISO,RGD:708362 ,J:155856 
MGI:1925212,Scaf8,SR-related CTD-associated factor 8,17,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1919443,Scaf11,SR-related CTD-associated factor 11,15,,RNA splicing,,,ISO,Q99590 ,J:164563 
MGI:1919443,Scaf11,SR-related CTD-associated factor 11,15,,"RNA splicing, via transesterification reactions",,,ISO,Q99590 ,J:164563 
